Screen Name,Tweet,Liked,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
OccuWorld,Travelers Stranded As Lagos Prepares To Receive President Buhari https://t.co/Oohn8bqLkX,1,0,0,"Truth Locating Engine. Non-funded, volunteer, automated. In solidarity with humanity.",Earth,8001,979437922557579264,2018-03-29 19:19:32
MascotEzechi5,Lady Arrested While Trying To Use A Pedestrian Bridge Shut Down Because Of President Buhari https://t.co/r8FZjEZkRY via @GistReel,0,0,0,Humility,,125,979437889581998080,2018-03-29 19:19:24
pakcheman,Tinubu: Full text of what Buhari said in Lagos - Daily Post Nigeria https://t.co/JEwOBCr9Ma,1,0,0,"On Air Personality. News Caster. I'm a miracle.
Youth Advocate and a Democrat.
I am Government.",Nigeria,1164,979437856132358146,2018-03-29 19:19:16
NdigboNews,"Group accuses Buhari’s govt of deliberately assigning Kanu, Fani-Kayode’s cases to Fulani… https://t.co/U6YdwyzyZO",0,0,0,,,49,979437847584395264,2018-03-29 19:19:14
9jaBigboy,Haa'   How can you say buhari is as useless as the 'ue'  that is inside Queue.. 😂 https://t.co/rPRmkBaXL8,0,7,2,SAMUEL 1:9,LASGIDI,5422,979437806815719424,2018-03-29 19:19:04
solominho,"Retweeted Josh I (@sire_liljosh):

Someone challenged Nigerians to name ONE federal government project initiated, completed and commissioned by Buhari since he came to power 3 years ago and win N20k

The prize is now... https://t.co/7nmCYl11DN",0,0,0,"silly, spontaneous and a MARINER",Nigeria,243,979437781708607488,2018-03-29 19:18:58
candieman_cee,"@therealfaya @KelvinOdanz @ohiiiiiiiii but they say what old people see.sitting down a child will not see it even if he climbs a tree
ryt frm wen buhari ws nameD APC flag bearer i knew its doom for nigeria bcos of his previous rule
but the so-called old men didn't see it",0,0,0,"King troll of Africa, king of shades philosopher, politician,  Painter, Engineer|if you follow I'ma follow back ASAP|Gemini|
 FCBarcelona🔥🔥🔥",candie avenue,299,979437610077773825,2018-03-29 19:18:17
royaljosh,"@adeshina_ajasa @ashani00 @pius_adesanmi Every adult Nigerian is a better candidate than Buhari the inept. It is that bad. 
Let your table not shake.",0,0,0,Writer|Poet | IT Tech| Football Cognoscenti | AC Milan|Rangers Intl & Super Eagles | TREM| Web Marketing | Greatness made - https://t.co/n2QM4CWuUi,Lagos,601,979437529291218950,2018-03-29 19:17:58
zeyi_love,"This is what I've been saying but as at now we don't have anybody to stand against Buhari, all we are hearing is red card https://t.co/YGMIJZaNKk",0,0,0,"Occupational Therapist at Lagos State University Teaching Hospital, Ikeja || Sports Writer || Team Manchester United || Team R.C.C.G. IKeja Lagos.",NIGERIA,423,979437478263296001,2018-03-29 19:17:46
AfropagesEn,DailyPost Ng - PDP mocks Buhari over controversial Martin Luther King award @AfropagesEn https://t.co/6k7yhhMJQb https://t.co/Vghr95U9xj,1,0,0,"Synthesis of Information from #Africa . 
In french : @Afropages",,147,979437454087327744,2018-03-29 19:17:40
mykel69,Guys how was ur day today with all dis road blocks mine was an horror movie I did the BUHARI walk,0,0,0,Calm and easy going man love my job and love being up der in the sky complete AKWA IBOM man,Newyork,30,979437440397135875,2018-03-29 19:17:37
deeplookers,"Buhari: Our programmes, policies have resulted in improvement of road, rail, electricity, others - https://t.co/wDe6X5wNfh https://t.co/u78VaSBVWl",0,0,0,"We are https://t.co/9pi4vEvYcd We refuse to be limited by any opinion/view. We analyse, evaluate, and look deeply. Join us. Register: https://t.co/9pi4vEvYcd.",Nigeria,74,979437407996067840,2018-03-29 19:17:29
Apadious1,"@followlasg So for this bus stop Lagos was shutdown and we suffered
I can never forgive Ambode and Buhari for this
I must get my pvc",0,0,0,"blogger,content manager and event management",Lagos,82,979437389285416960,2018-03-29 19:17:25
IamBuharist,"@devfunsho If you are not a software developer and you use up 2.5 gig daily, I suspect you are one of President Buhari hardened critic.",0,0,0,"Java/Android/C programmer. IT enthusiast and B.Eng Chemical Engineering and above all I am for justice 

Founder Ohmsmaestro Global Concept",Abuja,287,979437376673124353,2018-03-29 19:17:22
rickieflamez,@renoomokri @ProfOsinbajo Allow buhari to keep fooling himself,0,0,0,U cop?,Ph,217,979437348936146945,2018-03-29 19:17:15
simisola_news,@ponmioloj @tinerisbae ah if dey kiss it will be a national issue.... buhari must hear,1,0,0,,,4,979437303444787200,2018-03-29 19:17:04
sambrojnr79,"Please what's Buhari's own, everytime he talks he mentions Hate Speech,is this Military regime.People Insulted that hell out of GEJ,but he didn't go around asking people not to air their opinion.This is Democary for crying out loud",1,0,0,"Easy going, articulated, fun to be with","Owerri, Nigeria",146,979437235941576704,2018-03-29 19:16:48
djscopeman,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Watch Video): While… https://t.co/StfPYRTrSr,0,0,0,|Scratch pro |Mix master |club dj |street dj |battle dj |Events |Pro Dj |Artists Promo |Musik Prof & Updates. for biz 08038562927,NIG,3494,979437234247077890,2018-03-29 19:16:48
Lhawboy,@oxyjuve @ibisogeorge @Omojuwa Kwankwanso will beat Buhari hands down in Kano. That's my point.,0,0,0,Sports OAP| Social commentator|3SC & Barca Fan| Cooperator|Photographer| xtian| #TeamMessi 08102685143| alongedamilola7@gmail.com,Nigeria,1155,979437228115054593,2018-03-29 19:16:46
zeyi_love,"Will they give another person the red card votes. If I don't know better, I would say madam @obyezeks is working for Buhari. 
When we flush Jonathan out, all the votes went to Buhari, but now the votes isn't going anywhere, how will Buhari lose? https://t.co/Y6dsHHdHD5",0,0,0,"Occupational Therapist at Lagos State University Teaching Hospital, Ikeja || Sports Writer || Team Manchester United || Team R.C.C.G. IKeja Lagos.",NIGERIA,423,979437224675762177,2018-03-29 19:16:46
blog4forall,"Buhari’s visit: Travellers, commuters groan over movement restriction - The Killer Punch News - Latest Headline News Around The World At your Finger Tips - https://t.co/TmM0balsZC via @blog4forall",0,0,0,"Latest Headline News at your finger, Akwa Ibom Politics, Entertainment Etc https://t.co/FCv3kaD9XY ,  https://t.co/3XknFLn36Z check it out",Nigeria,8787,979437210926829569,2018-03-29 19:16:42
Biafrabueze,"TY Danjuma's Statement: Gov Ishaku reveals shocking evidences on how Buhari, military supported killer herdsmen in Taraba https://t.co/RRWbsCKgsU",0,0,0,Just cool,"Emsland, Niedersachsen",315,979437137463521280,2018-03-29 19:16:25
Umm_Murdiyyah,"It's sad to know Buhari actually went for Tinubu's bdy and not commissioning of a project. Cos of bdy, see what they made Nigerians go thru",0,0,0,"A striving muslimah, Wife👫 and mother👶

🌹🌹🌹🌹",Nigeria,1172,979437077598277632,2018-03-29 19:16:11
brineted1010,@naijcom @HQNigerianArmy So now Buhari negotiated with terrorists . Shame on all non Fulani people of Nigeria except igbos . This is crazy . Why are Nigerians stupidly sinking into buhari's terrorism . This is not a military regime,0,0,0,,"England, United Kingdom",154,979437038721265665,2018-03-29 19:16:01
TsoundV,"@channelstv Gibril,  oh sorry,  I mean Buhari,  did I hear u say pray,  was it prayers that brought d dapchi gals back????  This people should stop all this foolishness pls,  u guys are just too old for all this childishness mbok",0,0,0,Government,Heaven,51,979436948770246656,2018-03-29 19:15:40
AhneekaS,@carr_grtrdcrr 😂😂😂😂 Buhari is coming for you,1,0,0,Hanifah is my name and you don't have to know anything about me.,South Africa,92,979436915953979393,2018-03-29 19:15:32
Babsam27,"Some people failed to trek for Buhari in 2015 and in Lagos today, they were forced to trek for Buhari",0,0,0,I am a solution to my generation,"Lagos, Nigeria",5,979436889433354240,2018-03-29 19:15:26
shehuchaji,"The Buhari North and the Folly of Sectionalism
By Majeed Dahiru

 Premium Times  March 29, 2018 

Propelled to power by a delicate merger of his traditional conservative northern Muslim support... https://t.co/FfYDac0QHD",0,0,0,,"Kano ,Nigeria",4153,979436852464816128,2018-03-29 19:15:17
oxyjuve,@Lhawboy @ibisogeorge @Omojuwa Even me and you know that kwankwanso can never and will never beat buhari in any election,1,0,0,enjoy life and forget troubles.,,225,979436814812483587,2018-03-29 19:15:08
cupowers,Man recounts his bitter experience in Lagos today because of Buhari’s Visit https://t.co/n3SgKSkxzL https://t.co/2CuVyGczs4,1,0,0,"Libertarian. Insomniac. iBlog✍🏽 For breaking News, Celebrity Gossips and Lifestyles, Entertainment, Music Videos and Real Life Stories. DM: cupowers@gmail.com",Why?,419,979436811054350336,2018-03-29 19:15:07
Matrix_Ld,Lol. See how Buhari and his people dey rub mud for all man face.,1,0,0,Acta non Verba,Elysian Fields,528,979436765101613056,2018-03-29 19:14:56
jacksonpbn,"@SultanDas_ @Maxxyproski Imbecile, go and take your medicine. I live in the U.S where information about anything and everything is available. Atlanta is 2hrs a way from me and I have he phone numbers of the King Center. Your Buhari’s award is fake. Cry me a river!",0,0,0,"Jackson Ude is a Journalist and a skilled practitioner in the fields of Political Communications, Media, public policy and political management.","Bronx, New York",11777,979436761138057216,2018-03-29 19:14:55
donfemosty,Our Goal Is To Unite Nigerians In A Mutually Beneficial Relationship – Buhari https://t.co/HLQ0ZYvTxD https://t.co/lFaVXBTiQo,0,0,0,music@street77.co,,3658,979436665210068992,2018-03-29 19:14:32
pame268,The stuff going on in Lagos because Buhari is visiting is weird #africanleaders,0,0,0,Ndirikuchengetedza bho yangu,"Harare, Zimbabwe",495,979436663511441408,2018-03-29 19:14:32
martorali,I hate seeing Buhari.,0,0,0,Furniture Maker/Economist●Individual Will is important●,Nigeria,388,979436632305819649,2018-03-29 19:14:24
idifu,"@MobilePunch he needs money 4 election &amp; buhari's election, good work senate",0,0,0,Do you while i do me,"Lagos,Nigeria",169,979436605386653696,2018-03-29 19:14:18
brineted1010,@naijcom Little wonder Danjuma said we all should take up arms . So Fulani herdsmen have killed soldiers and still none of them have been arrested .I hope these soldiers are fulanis and Hausa people that enable them . When Jonathan went after boko haram Buhari criticised him .wake up pple,0,0,0,,"England, United Kingdom",154,979436603084017664,2018-03-29 19:14:17
DewunmiLagos,"One very important thing to note. 

Don't go about shouting at everybody in the government, focus your critics towards the public officers in charge. 

Don't hold Buhari responsible for light, there's a... https://t.co/mU2hYWzlmN",0,0,0,"Convener #PvcGoJudge 
This is Dewunmi Lagos  https://t.co/lKKKfdOEYm…","Lagos, Nigeria",775,979436578652278786,2018-03-29 19:14:12
IfaladeO,Maybe Lagos would tell us how much they made from Buhari's visit today over which they shut down the state.,0,0,0,"A lover of humanity and an easygoing fella,tall,dark n proudly African.","Lokoja,Nigeria.",614,979436570418835457,2018-03-29 19:14:10
olaxmakinx,"No Matter How Tired I May Be, Seeing Buhari On TV Always Gives Me Strength To Stand Up And Change The Channel..... Mtchewww☺😊😂😃✌👹👀💀💀",0,0,0,I'm that voice of the dead I'm stain green I'm good music,"Lagos, Nigeria",19,979436569735106560,2018-03-29 19:14:09
AutoReportNG,#LagosTreks: Photos of how Lagosians trek due to Pres. Buhari's visit https://t.co/Q7B7ZxtUmi https://t.co/j0WO8pzUvT,0,0,0,"Giving you the best in Automobile reportage, a break from the norm. Giving you facts from the figures and lots more.","Lagos, Nigeria",53,979436527456460800,2018-03-29 19:13:59
MubarakTunde1,"@followlasg Dear admin,pls help me tell Ambode and Buhari that they're mad.
                                                              Yours sincerely.",0,0,0,,,27,979436515049857024,2018-03-29 19:13:56
CoolCaptain_,"The only buhari is useful for is describing a bad leader.
It's utterly appalling, I've really never heard this guy speak since he came to power. Man doesn't even have our time of we complain too much he leaves the house for us.",0,0,1,Man like Rash.   Everything gets clearer with hindsight.,Nigeria to the world. ,5152,979436427808313346,2018-03-29 19:13:36
OpTyMsTyk,Good grief! Mr President!?! Why did no one notice the distinction? A.D.King NOT M.L.King! https://t.co/4bTq5Sl6BZ,0,0,0,Live. Laugh. Love. Die. | 'People hate the truth. Luckily the truth doesn't care.' ~ Unknown,My Lane.,304,979436362666520576,2018-03-29 19:13:20
7evenMinutes,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Watch Video) https://t.co/KGdxu0kvVo https://t.co/0TUsG5finv,0,0,0,We provide news and entertainment.,,601,979436357503324162,2018-03-29 19:13:19
DaSortOnline,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Watch Video) https://t.co/wUQXoVGobd https://t.co/S1TLLlSHG6,1,0,0,,,545,979436346543693826,2018-03-29 19:13:16
ysone2,"@Abdulrahmanleme I'm sure he has realized his mistakes. Without Tinubu, Buhari is like a fish out of water, even those that he trusted as close allies like Amosun never meant well.",0,0,0,"Calm, kind, and brutally blunt.","Lagos, Nigeria",663,979436320014692352,2018-03-29 19:13:10
realOgbon,Lagos on shutdown as Pres. Buhari make historic visit https://t.co/HxshB9P9uO,0,0,0,FinTech Enthusiast || Digital Payments || Financial inclusion || Mobile Money Agent Networking . Tweets are personal opinion...,"Victoria Island, Nigeria",18,979436300112625664,2018-03-29 19:13:05
9jaTownCrier15,FG will give needed support to Lekki Deep Sea Port project — Buhari - https://t.co/OlTCZaHvts,1,0,0,9ja finest digital marketing team! Na the work way we dey do,Nigeria,3089,979436297805811718,2018-03-29 19:13:05
SkytrendNews,"Rowdy Session, Tension At APC NEC Meeting Over Buhari’s Comments https://t.co/GOpcOJkhxN https://t.co/LzG1CfWMYD",0,0,0,Reporting Nigerian Political Economy Perspectives,"Lagos, Nigeria.",3630,979436280156049408,2018-03-29 19:13:00
denniskezeh,"@renoomokri @ProfOsinbajo Fashola said that Buhari govt didn't release even a dime in 2017 budget for roads. So there's no project, they completed in 3 yrs.",1,0,0,"Unique, kind & lovely!!",Lagos Nigeria,89,979436217073852418,2018-03-29 19:12:45
DanielTAdeyemi,"Muhammadu Buhari, the president [of Nigeria], cancelled his flight to Kigali at the last minute. There is an election next year, when he may run again, and he needs to keep powerful interest groups onside.... https://t.co/N6G2WjLXPb",0,0,0,"Friend. Change Agent | Interested in Technology, Design & Human Behavior |
 If you're not drowning you're a lifeguard!","Lagos, Nigeria",1473,979436215853309953,2018-03-29 19:12:45
Daniboy_CFC,"Tinubu’s remarks at colloquium, admittance of Buhari’s failure – PDP https://t.co/NY98cLNCFH https://t.co/PZbQZRvZyO",1,0,0,"I'm Daniel, a Blogger, Freelancer, an Online Marketer, an Entrepreneur.  
website: 
https://t.co/d24T5vOuXv
https://t.co/k7SDB5qrlr; https://t.co/TTf3E4vkuP",Ogba Ikeja Lagos Nigeria,810,979436170756096000,2018-03-29 19:12:34
mikeffiong,BUHARI VISITS LAGOS...Welcome Speech..@AkinwunmiAmbode wants @MBuhari to give National theatre and National staduim to @followlasg...I agree with him,0,0,0,"Proud Nigerian, Cerebral celebrity journalist, Editor of Ovation Magazine and  Perception Manager.Moderator #NECLive2017",LAGOS,1362,979436168885555200,2018-03-29 19:12:34
Ginika48410553,@renoomokri @ProfOsinbajo What are the buhari's infrastructure again,0,0,0,There is no pretence with me,Nigeria,13,979436121611493376,2018-03-29 19:12:23
Tawhida_,Why is buhari still president ? Someone please tell me.,0,0,0,2 cute. 2 Thick. Vain AsFuck.,27:03,2376,979436121221451776,2018-03-29 19:12:22
carr_grtrdcrr,#Bbnaija Efe and Buhari 😂😂 am I the only seeing how much they look alike here 😂 https://t.co/TakC1R1OIv,0,2,1,"Selena Gomez. Iwuchuku Marianne Ahneeka. 

Woe Onto Anyone Who Thinks he/she/it Issa Savage Enough To Crawl Into My Mentions 😂😍😍😘😘😘 A F R I C A N.",,393,979436113701015554,2018-03-29 19:12:21
ChuksMultiP,@NGRPresident @MBuhari @followlasg Buhari is soooo ancient that this looks so huge in his sight.,1,0,0,"God's son,musician,actor.
Participatory .",Lagos Nigeria,465,979436104288997380,2018-03-29 19:12:18
usmanaliyuuba,"On #Newsfeed @trtworld discussing controversy over #Nigeria President #Buhari  receiving African Leadership Award 2018, which @TheKingCenter #MLK  disowned.                                             https://t.co/v6b9MDfrO9",0,0,0,Journalist @TRTWorld // #Africa Desk- tweets are personal+RTs not endorsement.,Turkey - Nigeria,603,979436053848317952,2018-03-29 19:12:06
infinity4fcb,"@OlayinkaLere Muhammadu Buhari was elected president of Nigeria 3 years ago today.

It's been 3 years of unprecedented WASTE!!😭",0,0,0,Praise (Imolite). Statistician & political analyst. Advocate for a better Nigeria. #DieHardBARCAFAN,"Uyo, Nigeria",517,979436019681583105,2018-03-29 19:11:58
ugo_ignatius,"The world’s richest man; Bill Gates came to Nigeria we didn’t hear anything, the daughter of the richest man in the country had a wedding party low key.
Buhari,I want to ask you something. Are you in anyway wiser than these men?
The biggest national disgrace and roads are blocked",0,0,0,Metallurgical Ing.|Social Media Strategist|Sports Writer|Radio Analyst|Entrepreneur|Travel agent|Fund Manager-|Fx|Future President|9ja-GH breed 🇳🇬🇬🇭,"Lagos, Nigeria. ",611,979435910835122176,2018-03-29 19:11:32
Plainol1,"@tvcnewsng @ProfOsinbajo @BabajideOtitoju If not for Fashola's performance in Lagos, there wouldn't have been anything for ACN to campaign with.

Hence, the ease of ACN/APC to have flown into other regions.

Something which made it easy for Tinubu/Buhari/Osinbajo/El-Rufai/Amaechi to have campaigned with in 2015.",0,0,0,"Studied Interior and Exterior Decoration @ Federal University of Agriculture, Abeokuta.

A guru in tiling, glass block and paving stones setting.",Nigeria,112,979435858448322561,2018-03-29 19:11:20
pearlcomng,"PDP: Tinubu’s Remarks at Colloquium, Admittance of Buhari’s Failure https://t.co/qvreXN677C",0,0,0,,,218,979435830522630144,2018-03-29 19:11:13
uzuazo1,"@waleSUCRE @dadiyata When did @MBuhari turn God? Asking citizens going about their businesses not to use the pedestrian bridge because a so-called Buhari wants to fly over it, it only goes to show how low ""these people"" conceived of us. We are gathering our reasons on a daily basis for your ouster",0,0,0,I'm Maro | Public Affair Analyst | Sociopsychologist | Content Developer | and a Typical Nigerian who believes strongly in the Nigerian Project.,"Lagos, Nigeria",213,979435830115799041,2018-03-29 19:11:13
VoicingNG,PDP mocks Buhari over controversial Martin Luther King award https://t.co/GCVHNxl4qC https://t.co/mZ8zvUUiRG,1,0,0,The source of real Nigerian content...straight to your eyes.,Worldwide,24437,979435785643442176,2018-03-29 19:11:02
DjPOEPE,Fuck Buhari Twitter.....Where the fun Twitter at?,0,0,0,"The official Twitter handle of DjPOEPE. 
FOR ENQUIRIES & BOOKINGS:+2347033068444, Djpoepe@gmail.com
IG: @Djpoepe
Lagos...link 👇",Nigeria,3318,979435699907776514,2018-03-29 19:10:42
Anuseyi,@Lifematician Who is the people's choice? Cos if the votes are shared Buhari will still enter,1,0,0,Son of the King; Royalty,Nigeria,10782,979435693096296453,2018-03-29 19:10:40
iamDavidlove,@Ubekas @OfficialAmeko Quote me dude! Assumption is not my style! Buhari is SCAM,1,0,0,"Most Jovial Human Alive!! 
Computer Scientist!!
Eager to learn💪",Port Harcourt,1128,979435657042055168,2018-03-29 19:10:32
HappeningsRadio,President Buhari To Commission $1.5 billion Lekki Deep Seaport - https://t.co/NGS9APvfiX,0,0,0,"The online radio platform for unlimited music and interactive entertainment. If you want rhythm, we've got you covered!
It's the blog with a mouth!","Victoria Island, Nigeria",2351,979435656593190914,2018-03-29 19:10:32
NaijaCelebrity_,"Martin Luther King Jr.’s family distances self from award to Buhari, Presidency reacts https://t.co/Bbl6H6IZ4T",1,0,0,,Nigeria,1839,979435645843197953,2018-03-29 19:10:29
NaijaCelebrity_,'President Buhari to embark on medical leave April 1st' https://t.co/hZFF4pyQdj #featurednews,0,0,0,,Nigeria,1839,979435644341637122,2018-03-29 19:10:29
Salysu,"GREAT VICTORY!!! President Buhari Follows Ex-President Goodluck Jonathan’s Historical Footsteps, Makes Powerful ...
https://t.co/15dSO7TW2G",1,0,0,Follow me on instagram: @ThisisKingSal,London,958,979435601316458496,2018-03-29 19:10:19
DewunmiLagos,"So when my kids are going to school and they start asking for facts about Nigeria, I'm sure this will be one of those facts. 

Do you know that on 29th March 2018 the president of Nigeria (Mohammadu Buhari)... https://t.co/pk9kY7p2az",0,0,0,"Convener #PvcGoJudge 
This is Dewunmi Lagos  https://t.co/lKKKfdOEYm…","Lagos, Nigeria",775,979435600775450624,2018-03-29 19:10:18
GASLAWS,"Lesson: If it's not raining in your city or state in a long while, just invite #Buhari to come and commission just a bore hole and you will bless God",0,0,0,Easy,"Lagos, Nigeria",133,979435587424931841,2018-03-29 19:10:15
TheDailyNaija,"President Buhari Makes An  ""Unforgettable"" Visit To Lagos   [PHOTOS] https://t.co/5mjN8TzwK7 via @TheDailyNaija",0,1,0,We are Nigeria's prime media outfit offering interesting perspectives on News in Nigeria and all over the world.,,54,979435578583322624,2018-03-29 19:10:13
newspost247,Easter: Full text of Buhari’s message to Christians https://t.co/TYL7j3Nsu5,0,0,0,news around the world,"Brussel,Belgium",574,979435577354440705,2018-03-29 19:10:13
Berbierklaus,"""Stop Playing God, You Admitted Buhari &amp; APC Have Failed"" - PDP Slams Tinubu https://t.co/CfALv0e5V8",0,0,0,"IG @berbierklaus 📷
SC  berbierklaus🍸
I follow back.

If you love your sanity,don't take the internet seriously,especially twitter.",,1052,979435562519203841,2018-03-29 19:10:09
Salysu,"VICTORY! President Buhari Follows Goodluck Jonathan’s Historical Footsteps, Makes Powerful Declaration Ahead Of 2019 https://t.co/QfXaQeKVwe",0,0,0,Follow me on instagram: @ThisisKingSal,London,958,979435544357810177,2018-03-29 19:10:05
CoolCaptain_,"Buhari told us GEJ failed.

How am I supposed to trust what buhari said.

That's just an angle.

All I know is life was better, and that's the truth. https://t.co/H8KS4g06bF",1,0,0,Man like Rash.   Everything gets clearer with hindsight.,Nigeria to the world. ,5152,979435535516266496,2018-03-29 19:10:03
UkYesnews,Buhari To Borrow $15 Billion To Complete Port Harcourt –Maiduguri Rail Project https://t.co/5aAGr1LEAA https://t.co/y6hVgmA6dP,0,0,0,"Yes News showcases the latest news and headlines around the world (Music, Fashion, Politics, and more)","Lagos, Nigeria",61,979435499441008641,2018-03-29 19:09:54
Tharyeebah,"Buhari can be all that, but I don't wish him death.",0,1,0,تحفة الله 👼🏽 ,Dreamville ,7057,979435489450254336,2018-03-29 19:09:52
DonTheMerchant,"As soon as Buhari leaves, I expect Cleaner Lagos to do the needful at Ikeja and environs he stepped his foot in.
Nonsense!!! https://t.co/CveOZCuOn8",0,0,0,A Litterateur.,Nigeria,1898,979435487579516928,2018-03-29 19:09:51
kkp4real,"@SaharaReporters @officialEFCC @OfficialPDPNig Who's Tinubu to tell us what to do, in this 21st century. If we decide not to accept PDP, are we going to continue with the killing spree under Buhari or his incompetent way of handling d affairs of the country. If APC want us to listen, they should present a competent candidate",0,4,1,"Media consulting, Corporate Branding, Reporter/Correspondence, Events Manager etc.","lagos, nigeria",180,979435482248613888,2018-03-29 19:09:50
lawsbollnews,"Buhari landmark achievement for the past three years 
1. Dapchi invasion
2. Fulani invasion/reposition
3. Boko haram re-engineering
4. Citizens division along ethnic and religious line
5. Brainwashed and re-washing of their disciples",0,0,1,"https://t.co/5450IgHtvfNews around the globe, Sports and GOSSIPS Contact for details +2348148336761 email: modebolalawrence@gmail.com or resque11@yahoo.com","ÜT: 6.635923,3.2874514",692,979435445552648192,2018-03-29 19:09:41
blingxblog,Lady Arrested in Lagos For Trying To Use A Bridge Shut Down During Buhari Visits... https://t.co/U2cz93k4XW,1,0,0,"Blingxblog is the destination for News, Business, Celebrity gossip, Investment, lifestyle, Sports and many more.","Lagos, Nigeria ",116,979435431518449665,2018-03-29 19:09:38
JobiLive,"2019: Rigging, political violence belong to dustbin of history – Buhari https://t.co/LFMSz7dz8g https://t.co/UL7HPARlXZ",1,0,0,Publisher,"London, England",203,979435418646130688,2018-03-29 19:09:35
Udokabestluv,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Watch Video): While… https://t.co/zM0hsz0fBy,0,0,0,"Im udokabestluv by name, i love making new friends from all part of the country
Always Visit https://t.co/9XQ9Odsa1G For 24/7 Update",Nigeria,93,979435415131312136,2018-03-29 19:09:34
Udokabestluv,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Watch Video) https://t.co/aoVlfPM0Rx https://t.co/2X5Kz97Sko,0,0,0,"Im udokabestluv by name, i love making new friends from all part of the country
Always Visit https://t.co/9XQ9Odsa1G For 24/7 Update",Nigeria,93,979435395602698240,2018-03-29 19:09:29
Da_Geoffe,"Can someone help me out with this government,is hate the problem we are now facing or herdsmen??? Just a question please https://t.co/pM9nw8Yhxu",0,0,0,Make the world a better place#Gods servant#Music lover#writer#parenthal/kids counselor#love is the best gift we can share without price bcs its free,Globe,309,979435373804826629,2018-03-29 19:09:24
maestroroy,"Buhari quietly treated lagosians as if they all have the Ebola virus or something deadlier 
I mean why block people for miles? 
I wonder what he'll do when he comes to Rivers State where he was once threatened not to near
We might all be asked to stay indoors",0,0,0,"Growth
Focus
Insight 
IG: roy_sirim
#Atiku2019",PH,37062,979435342192431105,2018-03-29 19:09:17
WORBLO,😁 sadly God get prayer template. This one no hold water otherwise with all the prayers in 2015 Buhari would be dead and gone by now. Focus energy on mobilization and pvc https://t.co/vWuOg42iLh,0,0,0,Strategy & Business Developer | Turn-Around expert | Business Consultant,"ÜT: 6.563426,3.387167",543,979435326304374784,2018-03-29 19:09:13
EbiIsQuiet,"2019 election might just be a 'Buhari Out' event, similar to Black Panther premiere",0,0,0,Events & Public affairs/Web & Social media PH (Cool FM/Wazobia FM/Nigeria Info) #MUFC #ENDOCLAN #CapitalQ,,1754,979435251289264135,2018-03-29 19:08:55
Myrealgist,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/oNSemrfEwD https://t.co/kk8EDn0B2B,0,0,0,"Myrealgist: African Website for Real News,   Celebrity Gossip, Relationship Tips,  Fashion Updates,  Comedy Skits, Entertainments and General Updates.","Lagos, Nigeria",88,979435224747724802,2018-03-29 19:08:49
myborbyboy,"@APCUKingdom @NGRPresident @MBuhari @followlasg @AkinwunmiAmbode @ToksAfikuyomi @abikedabiri @GarShehu @akandeoj @apcyouthomoodua @APCYouthUK @Mr_JAGs @DOlusegun @dgebis @hbgumi @gebusites @Johannxs @JackObinyan ""Lagos goes gaga for buhari""?.indeed after making life miserable for us today...u dis @ APCUkingdom  u think bcos u are ""in d abroad""..buhari shld finish us with hardship here  abii.....thunder is still doing press sha..",0,0,0,Economist..#HR enthusiast#..Nothing can hold you back ..more than your own insecurities# LIVERPOOL #..#Que.Sera..sera,,202,979435190874529792,2018-03-29 19:08:41
ahmadmu21710388,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video): While… https://t.co/BkzdrHSeQF,1,0,0,"My the blessing of Allah b upon d seal of our grt Prophets, Abraham, Nuhu, Moses, Jesus n muhammad (SAW) and doz who follows their futsteps",Kaduna ,490,979435174420246528,2018-03-29 19:08:37
gedeon_oe,You guys dumb af. Fucking retards wtf cares about buhari I could've move today https://t.co/ZrxTecIIGe,0,0,0,professional transparency advocate #FCB,africa,2040,979435128735916038,2018-03-29 19:08:26
uthmanmando,"PRESIDENT MUHAMMADU BUHARI’S 2018 EASTER MESSAGE TO THE NATION

Fellow Compatriots,

I am indeed delighted to join our Christian brothers and sisters to commemorate this year’s Easter celebration.

We thank the... https://t.co/nbvcpSxH0h",0,0,0,DG at Usmando Engineering Company. Computer and Electrical/Electronics Engineer,Kaduna,673,979435062679699457,2018-03-29 19:08:10
DonaldRex,PDP mocks Buhari over controversial Martin Luther King award https://t.co/4RIDEr4yNg https://t.co/I8E7cjtLi3,1,0,0,"Blogger, Movie Critic +2348071310460. Contact us for publicity. Lets Keep You Informed- Breaking News, Sports, Entertainment, And Everything In Between","Lagos, Nigeria.",11154,979435036716838913,2018-03-29 19:08:04
pmnewsnigeria,"Buhari tasks political actors, stakeholders on peace, social justice https://t.co/mFZ2Bmsntb https://t.co/h3N1BZI2SZ",1,0,2,First with Nigerian News – Nigeria's leading evening newspaper,"Lagos, Nigeria",440186,979435023894904832,2018-03-29 19:08:01
